學年度	學期別	課號	永久課號	課程名稱	人數上限	上課時間	上課教室	學分	時數	開課教師	所屬系所名稱	選別	開課系所
101	1	5079	ECM5501	微波工程(一)	9999	1CD3B	ED303	3	3	張志揚	電機工程學系	選修	電信工程研究所
101	1	5080	ECM5602	電腦輔助電路設計與分析	9999	1BCD	EDB01	3	3	李育民	電機工程學系	選修	電信工程研究所
101	1	5081	ECM5704	鎖相迴路與頻率合成	9999	4FGH	EDB01	3	3	高曜煌	電機工程學系	選修	電信工程研究所
101	1	5082	ECM5705	射頻積體電路設計	9999	5BCD	ED203	3	3	孟慶宗	電機工程學系	選修	電信工程研究所
101	1	5083	ECM9030	統計力學(二)	100	2GHY	EC015	3	3	渡邊浩志	電機工程學系	選修	電信工程研究所
101	1	5084	ECM9031	半導體記憶體	9999	1GHY	ES816	3	3	白田理一郎	電機工程學系	選修	電信工程研究所
101	1	5086	IDI5002	專題演講	9999	5EF	CY201	0	2	戴亞翔	光電工程學系	必修	顯示科技研究所
101	1	5087	IDI5003	平面顯示器概論	9999	1EFG	CY201	3	3	謝漢萍	光電工程學系	必修	顯示科技研究所
101	1	5088	IDI5004	顯示電子電路	9999	5BCD	CY201	3	3	戴亞翔	光電工程學系	必修	顯示科技研究所
101	1	5089	IDI5006	顯示光學	9999	2EFG	CY201	3	3	黃乙白	光電工程學系	必修	顯示科技研究所
101	1	5090	IDI5019	顯示材料及製程	9999	4EFG	CY203	3	3	李柏璁	光電工程學系	必修	顯示科技研究所
101	1	5092	IDI5203	光電/顯示元件物理(一)	9999	2EFG	CY203	3	3	冉曉雯	光電工程學系	必修	顯示科技研究所
101	1	5093	GEE5001	論文研討	9999	3EF	EF623	0	2	邱一	電機工程學系	必修	電機工程學系
101	1	5094	GEE5101	類比積體電路設計	70	1BCD	EE102	3	3	洪浩喬	電機工程學系	選修	電機工程學系
101	1	5095	GEE5103	超大型積體電路系統設計	70	2EF5B	EE102	3	3	董蘭榮	電機工程學系	選修	電機工程學系
101	1	5096	IEO5204	光電子學(一)	65	1H3CD5IJ	EO103	4	5	余沛慈	光電工程學系	必修	光電工程學系
101	1	5097	IEO5204	光電子學(一)	65	3BCD5IJ	CY201	4	5	謝美莉	光電工程學系	必修	光電工程學系
101	1	5098	IEO5307	專題演講 (碩一、博一)	9999	5EF	EO103	0	2	陳智弘	光電工程學系	必修	光電工程學系
101	1	5103	IEO5361	矽太陽能電池材料與元件	9999	5BCD	EO103	3	3	謝嘉民	光電工程學系	選修	光電工程學系
101	1	5104	IEO5362	同步加速器光源應用	9999	4IJK	同步	3	3	徐嘉鴻	光電工程學系	選修	光電工程學系
101	1	5105	IEO5363	生醫光子學導論	9999	3EFG	EO115	3	3	孫家偉	光電工程學系	選修	光電工程學系
101	1	5106	IEO5364	發光二極體導論	9999	4EFG	CY202	3	3	紀國鐘	光電工程學系	選修	光電工程學系
101	1	5107	IEO5366	電腦輔助材料設計	9999	4EFG	EO115	3	3	黃中垚	光電工程學系	選修	光電工程學系
101	1	5108	IEO5405	液晶導論	9999	5BCD	CY203	3	3	陳皇銘	光電工程學系	必修	光電工程學系
101	1	5109	IEO5418	波導及元件設計導論	9999	2EF4D	EO115	3	3	陳瓊華	光電工程學系	選修	光電工程學系
101	1	5111	IEO5512	幾何光學	9999	1BCD	EO115	3	3	安惠榮	光電工程學系	必修	光電工程學系
101	1	5112	IEO5515	物理光學	60	2BCD	SC204	3	3	許根玉	光電工程學系	必修	光電工程學系
101	1	5113	IEO5517	量子光學導論	9999	2EFG	EO105	3	3	賴英杰	光電工程學系	必修	光電工程學系
101	1	5114	IEO5519	富氏光學	9999	3G5CD	CY202	3	3	田仲豪	光電工程學系	必修	光電工程學系
101	1	5115	IEO5536	光電實驗（一）(碩一必修)	50	2IJKL	EO115	1	4	盧廷昌	光電工程學系	必修	光電工程學系
101	1	5116	IEO5536	光電實驗（一）(碩一必修)	50	3IJKL	EO115	1	4	黃中垚	光電工程學系	必修	光電工程學系
101	1	5117	IEO5640	半導體材料特性量測專題	9999	4BCD	EO105	3	3	張振雄	光電工程學系	選修	光電工程學系
101	1	5118	ECM9032	機器學習	60	3BCD	EE207	3	3	簡仁宗	電機工程學系	選修	電信工程研究所
101	1	5119	IEO5595	雷射導論	9999	5BCD	EO115	3	3	謝文峰	光電工程學系	必修	光電工程學系
101	1	5120	IEC5013	線性系統理論	9999	4IJK	EE208	3	3	陳永平	電機工程學系	選修	電機學院碩士在職專班
101	1	5121	IEC5020	數位積體電路	9999	2IJK	ED220	3	3	張添烜	電子工程學系	必修	電機學院碩士在職專班
101	1	5122	IEC5119	最佳控制系統	9999	3IJK	EE207	3	3	林清安	電機工程學系	選修	電機學院碩士在職專班
101	1	5123	IEC5202	數位訊號處理	9999	2IJK	EE623	3	3	吳炳飛	電機工程學系	必修	電機學院碩士在職專班
101	1	5124	IEC5205	微波工程(一)	9999	4IJK	ED220	3	3	張志揚	電機工程學系	必修	電機學院碩士在職專班
101	1	5125	IEC5207	排隊理論	9999	3IJK	ED220	3	3	高榮鴻	電機工程學系	必修	電機學院碩士在職專班
101	1	5126	IEC5400	半導體雷射	9999	1IJK	EO115	3	3	盧廷昌	光電工程學系	選修	電機學院碩士在職專班
101	1	5129	IEO5367	紅外線系統工程	9999	3CD5C	EO105	3	3	謝正雄	光電工程學系	選修	光電工程學系
101	1	5130	IPS5101	專題演講	9999	5EF		0	2	謝建文	照明與能源光電研究所	必修	光電系統研究所
101	1	5131	IPS5102	光電子學	9999	3BCD	CM218	3	3	林俊廷	光電系統研究所	選修	光電系統研究所
101	1	5132	IPS5104	物理光學	9999	2EFG	CM217	3	3	林俊廷	光電系統研究所	選修	光電系統研究所
101	1	5133	IPS5106	固態物理	9999	1EFG	CM215	3	3	林建中	光電系統研究所	選修	光電系統研究所
101	1	5136	IPS5111	幾何光學	9999	2BCD	CM215	3	3	潘瑞文	光電系統研究所	選修	光電系統研究所
101	1	5137	GEE9004	超大型積體電路之電腦輔助設計	9999	2CD4G	EE118	3	3	魏慶隆	電機工程學系	選修	電機工程學系
101	1	5139	IPS5118	半導體發光元件	9999	2EFG	CM215	3	3	林建中	光電系統研究所	選修	光電系統研究所
101	1	5140	GEE9005	生醫電學	9999	1EFG	EE112	3	3	蔡德明	電機工程學系	選修	電機工程學系
101	1	5141	ILP5104	光電有機材料	9999	4BCD	CM215	3	3	楊勝雄	照明與能源光電研究所	選修	照明與能源光電研究所
101	1	5142	ILP5105	薄膜光學	9999	3EFG	CM217	3	3	蘇海清	照明與能源光電研究所	選修	照明與能源光電研究所
101	1	5145	ILP5108	專題演講	9999	5EF		0	2	謝建文	照明與能源光電研究所	必修	照明與能源光電研究所
101	1	5146	ILP5109	半導體元件與製程	9999	3EFG	CM108	3	3	張翼	材料科學與工程學系	選修	照明與能源光電研究所
101	1	5148	ILP5117	光電有機化學	9999	4IJK	CM217	3	3	楊勝雄	照明與能源光電研究所	選修	照明與能源光電研究所
101	1	5149	ILP5118	光電低維度奈米結構	9999	4EFG	CM215	3	3	謝建文	照明與能源光電研究所	選修	照明與能源光電研究所
101	1	5152	IIB5101	液晶顯示概論	9999	3IJK	CM108	3	3	楊界雄	影像與生醫光電研究所	選修	影像與生醫光電研究所
101	1	5153	IIB5102	生醫工程概論	9999	2IJK	CM108	3	3	林伯是	影像與生醫光電研究所	選修	影像與生醫光電研究所
101	1	5155	IIB5106	專題演講	9999	5EF		0	2	謝建文	照明與能源光電研究所	必修	影像與生醫光電研究所
101	1	5158	IIB5113	光電儀器學	16	5BCD	CM215	3	3	詹明哲	影像與生醫光電研究所	選修	影像與生醫光電研究所
101	1	5159	IIB5115	生醫光電學	9999	4EFG	CM217	3	3	鄭協昌	影像與生醫光電研究所	選修	影像與生醫光電研究所
101	1	5160	IIB5116	液態晶體導論	9999	1IJK	CM217	3	3	李偉	影像與生醫光電研究所	選修	影像與生醫光電研究所
101	1	5162	IIB5120	光學概論	9999	4IJK	CM215	3	3	詹明哲	影像與生醫光電研究所	選修	影像與生醫光電研究所
101	1	5163	IIB5121	奈米光電與超穎材料	9999	4BCD	CM217	3	3	陳國平	影像與生醫光電研究所	選修	影像與生醫光電研究所
101	1	5165	IPT5102	專題演講	9999	6EF	CM217	0	2	潘瑞文	光電系統研究所	必修	光電科技碩士在職專班
101	1	5167	ILP5124	半導體物理與元件製程	9999	1IJK	CM215	3	3	郭政煌	照明與能源光電研究所	選修	照明與能源光電研究所
101	1	5170	IIE5007	生醫資料探勘	120	4IJK	EC122	3	3	胡毓志	資訊工程學系	選修	生醫工程研究所
101	1	5171	IIE5009	生醫工程特論(英)	120	3GH	EC122	0	2	蕭子健	資訊工程學系	必修	生醫工程研究所
101	1	5174	IOC5029	演算法	120	2CD4G	ED117	3	3	蔡錫鈞	資訊工程學系	選修	資訊科學與工程研究所
101	1	5175	IOC5060	編譯器設計	60	3CD5G	ED202	3	3	楊武	資訊工程學系	選修	資訊科學與工程研究所
101	1	5176	IOC5063	密碼理論	60	3CD5G	ED305	3	3	曾文貴	資訊工程學系	選修	資訊科學與工程研究所
101	1	5177	IOC5066	VLSI設計與實作	120	2EF5B	EC114	3	3	許騰尹	資訊工程學系	選修	資訊科學與工程研究所
101	1	5178	IOC5081	資料探勘	60	1G4CD	ED302	3	3	陳稔	資訊工程學系	選修	資訊科學與工程研究所
101	1	5179	IOC5091	計算機架構(英文授課)	120	2XEF	EC122	3	3	鍾崇斌	資訊工程學系	選修	資訊科學與工程研究所
101	1	5180	IOC5100	正規語言與計算理論	120	2G5CD	ED117	3	3	陳穎平	資訊工程學系	選修	資訊科學與工程研究所
101	1	5181	IOC5105	論文研討-資訊系統與系統設計(英	175	3EF	ED117	0	2	王國禎	資訊工程學系	必修	資訊科學與工程研究所
101	1	5182	IOC5107	雲端計算與服務導向軟體架構	60	2CD4G	ED305	3	3	王豐堅	資訊工程學系	選修	資訊科學與工程研究所
101	1	5183	IOC5134	系統與網路管理實習(一)	6	6B	EC015	0	1	陳穎平	資訊工程學系	必修	資訊科學與工程研究所
101	1	5184	IOC5146	雲端作業系統	60	2CD4G	EC016	3	3	黃世昆	資訊技術服務中心	選修	資訊科學與工程研究所
101	1	5185	IOC5147	智慧整合感控系統之理論與實務	30	1G4CD	ED202	3	3	張立平	資訊工程學系	選修	資訊科學與工程研究所
101	1	5186	IOC5148	博士班書報討論(英)	30	3GH	ED302	0	2	莊仁輝	資訊工程學系	必修	資訊科學與工程研究所
101	1	5187	IOC5149	虛擬化技術	120	1G4CD	EC022	3	3	徐慰中	資訊工程學系	選修	資訊科學與工程研究所
101	1	5189	IOE5013	計算機網路	120	1CD3B	EC016	3	3	陳耀宗	資訊工程學系	選修	網路工程研究所
101	1	5190	IOE5015	網路程式設計	180	4CDX	ED117	3	3	吳毅成	資訊工程學系	選修	網路工程研究所
101	1	5191	IOE5020	無線多媒體網路	60	2CD4G	ED302	3	3	趙禧綠	資訊工程學系	選修	網路工程研究所
101	1	5192	IOE5025	網際網路規約	60	1EF4B	EC015	3	3	曾建超	資訊工程學系	選修	網路工程研究所
101	1	5193	IOE5037	高速網路	120	2G5CD	ES701	3	3	林盈達	資訊工程學系	選修	網路工程研究所
101	1	5194	IOE5048	網路安全(英文授課)	60	2B5EF	ED102	3	3	謝續平	資訊工程學系	選修	網路工程研究所
101	1	5195	IOE5063	雲端計算	120	2EF5B	EC115	3	3	王國禎	資訊工程學系	選修	網路工程研究所
101	1	5196	IOE5067	論文研討-網路工程(英文授課)	175	3EF	EDB27	0	2	林寶樹	資訊工程學系	必修	網路工程研究所
101	1	5197	IOE5069	物聯網核心技術(英文授課)	120	2CD4H	EC022	3	3	林甫俊	資訊工程學系	選修	網路工程研究所
101	1	5198	IOE5070	無線網路協定與技術	100	1CD3B	EC015	3	3	陳志成	資訊工程學系	選修	網路工程研究所
101	1	5199	IOE5068	無線感測網路	120	2B5EF	EC022	3	3	曾煜棋	資訊工程學系	選修	網路工程研究所
101	1	5201	ILE5012	影像處理	120	2B5EF	EDB27	3	3	王才沛	資訊工程學系	選修	多媒體工程研究所
101	1	5202	ILE5014	計算機圖學	120	3IJK	EC115	3	3	施仁忠	資訊工程學系	選修	多媒體工程研究所
101	1	5203	ILE5019	生醫訊號處理	60	2G5CD	ED102	3	3	陳永昇	資訊工程學系	選修	多媒體工程研究所
101	1	5205	ILE5030	電腦動畫與特效	120	2G5CD	EC122	3	3	林文杰	資訊工程學系	選修	多媒體工程研究所
101	1	5206	ILE5039	數位電視系統設計	60	1EF4B	ED102	3	3	蔡文錦	資訊工程學系	選修	多媒體工程研究所
101	1	5207	ILE5049	三維生醫繪圖電子系統應用專題	120	1IJK	EC115	3	3	范倫達	資訊工程學系	選修	多媒體工程研究所
101	1	5208	ILE5050	互動式形變(英)	60	1CD3B	ED302	3	3	王昱舜	資訊工程學系	選修	多媒體工程研究所
101	1	5209	IEC5016	編譯器	9999	3IJK	EC122	3	3	徐慰中	資訊工程學系	選修	資訊學院碩士在職專班
101	1	5210	IEC5019	正規語言	9999	5IJK	EC122	3	3	蔡錫鈞	資訊工程學系	選修	資訊學院碩士在職專班
101	1	5211	IEC5303	作業系統	9999	1IJK	EC122	3	3	袁賢銘	資訊工程學系	選修	資訊學院碩士在職專班
101	1	5212	IEC5310	計算機架構	9999	2IJK	EC122	3	3	鍾崇斌	資訊工程學系	選修	資訊學院碩士在職專班
101	1	5213	IOE5050	網路最佳化	9999	1G4EF	ED305	3	3	簡榮宏	資訊工程學系	選修	網路工程研究所
101	1	5214	SMT5102	論文研討	9999	5IJ	EE339	0	2	曾毓忠	音樂研究所	選修	聲音與音樂創意科技碩士學位學程
101	1	5215	SMT5113	電腦音樂媒介：Max 自動創作	9999	2IJK	EE339	3	3	黃志方	聲音與音樂創意科技碩士學位學程	選修	聲音與音樂創意科技碩士學位學程
101	1	5216	SMT5116	數位管絃樂團演奏實務	9999	3GH	EE339	1	2	曾毓忠	音樂研究所	選修	聲音與音樂創意科技碩士學位學程
101	1	5217	IME5301	書報討論（一）	9999	4GH		0	2	呂明璋	機械工程學系	必修	機械工程學系
101	1	5221	IME5324	冷凍空調	9999	2EFG	EE210	3	3	王啟川	機械工程學系	選修	機械工程學系
101	1	5222	IME5409	精密工程基礎	9999	2B4EF	EE206	3	3	陳仁浩	機械工程學系	必修	機械工程學系
101	1	5223	IME5431	生物流體力學	9999	3DEF	EE132	3	3	陳慶耀	機械工程學系	選修	機械工程學系
101	1	5224	IME5438	機率與統計在工程上的應用	40	1IJK	EE130	3	3	張起明	機械工程學系	選修	機械工程學系
101	1	5225	IME5441	油電混合車設計與實作(一)	9999	6GHYIJK	EE132	3	6	陳慶耀	機械工程學系	選修	機械工程學系
101	1	5226	IME5442	訊號與系統	9999	3C4CD	EE106	3	3	鄭泗東	機械工程學系	選修	機械工程學系
101	1	5228	IME5510	高等動力學	40	2IJK	EE229	3	3	陳獻庚	機械工程學系	必修	機械工程學系
101	1	5229	IME5511	彈性力學	9999	2CD3G	EE130	3	3	鄭文雅	機械工程學系	必修	機械工程學系
101	1	5230	IME5535	線性系統	9999	1EFG	EE231	3	3	陳宗麟	機械工程學系	必修	機械工程學系
101	1	5231	IME5559	機器人學	9999	2CD5B	EE230	3	3	鄭璧瑩	機械工程學系	必修	機械工程學系
101	1	5232	IME5576	應用塑性力學	9999	3XEF	EE324	3	3	徐瑞坤	機械工程學系	必修	機械工程學系
101	1	5233	ICV5562	高等材料力學	9999	1EFG	EB107	3	3	楊子儀	土木工程學系	必修	土木工程學系
101	1	5234	IME5640	有限元素法	9999	3B4EF	EE230	3	3	蕭國模	機械工程學系	必修	機械工程學系
101	1	5235	IME5701	英文作文	20	5BCD	EE229	3	3	陳玫萍	外國語文學系	選修	機械工程學系
101	1	5236	IME6512	黏性流體力學	40	2D4EF	EE231	3	3	林清發	機械工程學系	必修	機械工程學系
101	1	5237	IME6547	創意設計與專利突破	40	2IJK	EE231	3	3	林聰穎	機械工程學系	必修	機械工程學系
101	1	5238	ICV5312	鋼筋混凝土行為	9999	4EFG	EB404	3	3	陳誠直	土木工程學系	選修	土木工程學系
101	1	5239	ICV5316	大型專案財務學	9999	5EFG	EB403	3	3	黃玉霖	土木工程學系	選修	土木工程學系
101	1	5240	ICV5319	資訊科技應用專題討論(一)	9999	4EFG	EB415	1	3	單信瑜	土木工程學系	必修	土木工程學系
101	1	5241	ICV5335	政府採購與契約管理	9999	3IJK	EB403	3	3	林俊昌	土木工程學系	選修	土木工程學系
101	1	5242	ICV5338	環境影響評估研究	9999	2EFG	EB108	3	3	陳莉	土木工程學系	選修	土木工程學系
101	1	5243	ICV5339	房屋結構設計	9999	5BCD	EB402	3	3	劉俊秀	土木工程學系	選修	土木工程學系
101	1	5245	ICV5416	營建管理專題討論(一)	9999	2EFG	EB117	1	3	王維志	土木工程學系	必修	土木工程學系
101	1	5246	ICV5420	混凝土橋樑設計	9999	2EFG	EB415	3	3	鄭復平	土木工程學系	選修	土木工程學系
101	1	5247	ICV5473	深開挖分析與設計	9999	5BCD	EB415	3	3	謝旭昇	土木工程學系	選修	土木工程學系
101	1	5248	ICV5501	結構動力學	9999	1CD2D	EB118	3	3	王彥博	土木工程學系	必修	土木工程學系
101	1	5249	ICV5508	彈性力學	9999	3BCD	EB227	3	3	郭心怡	土木工程學系	必修	土木工程學系
101	1	5250	ICV5515	高等土壤力學	9999	2EFG	EB404	3	3	單信瑜	土木工程學系	必修	土木工程學系
101	1	5251	ICV5520	岩石力學	9999	3FGH	EB404	3	3	廖志中	土木工程學系	必修	土木工程學系
101	1	5252	ICV5541	地工數值方法	9999	1EFG	EB404	3	3	潘以文	土木工程學系	必修	土木工程學系
101	1	5253	ICV5571	波浪理論	9999	3BCD	EB402	3	3	張憲國	土木工程學系	必修	土木工程學系
101	1	5254	ICV5591	高等結構學	9999	4BCD	EB415	3	3	林昌佑	土木工程學系	必修	土木工程學系
101	1	5255	ICV5597	大地工程專題討論(一)	9999	4EFG	EB227	1	3	黃安斌	土木工程學系	必修	土木工程學系
101	1	5256	ICV5601	結構工程專題討論（一）	9999	3XEF	EB117	1	3	劉俊秀	土木工程學系	必修	土木工程學系
101	1	5257	ICV5602	全球定位系統	9999	3BCD	EB404	3	3	游豐吉	土木工程學系	必修	土木工程學系
101	1	5258	ICV5641	平差理論	9999	4EFG	EB403	3	3	黃金維	土木工程學系	必修	土木工程學系
101	1	5259	ICV5643	遙測學	9999	2BCD	EB403	3	3	張智安	土木工程學系	必修	土木工程學系
101	1	5260	ICV5644	高等混凝土學	9999	3BCD	EB403	3	3	趙文成	土木工程學系	必修	土木工程學系
101	1	5261	ICV5647	高等大地力學實驗	9999	1BCD	EB404	3	3	黃安斌	土木工程學系	必修	土木工程學系
101	1	5262	ICV5654	渠道水力學	9999	4EFG	EB402	3	3	楊錦釧	土木工程學系	必修	土木工程學系
101	1	5263	ICV5659	物理大地測量	9999	5BCD	EB403	3	3	鄭景中	土木工程學系	必修	土木工程學系
101	1	5264	ICV5413	訊號處理與頻譜分析	9999	2EFG	EB403	3	3	林子剛	土木工程學系	必修	土木工程學系
101	1	5265	ICV5704	水利及海洋工程專題討論(一)	9999	1EFG	EB227	1	3	吳永照	土木工程學系	必修	土木工程學系
101	1	5266	ICV5706	工程進度規劃與控制	9999	4BCD	EB403	3	3	曾仁杰	土木工程學系	必修	土木工程學系
101	1	5267	ICV5716	測量及空間資訊組專題討論(一)	9999	2EFG	EB227	1	3	張智安	土木工程學系	必修	土木工程學系
101	1	5268	ICV5841	電腦輔助土木工程設計與分析	9999	1EFG	EB402	3	3	洪士林	土木工程學系	必修	土木工程學系
101	1	5269	IMA5301	真空科學與技術	40	2BCD	EF413	3	3	呂志鵬	材料科學與工程學系	選修	材料科學與工程學系
101	1	5271	IMA5403	應用電化學	40	3D5CD	EF202	3	3	吳樸偉	材料科學與工程學系	選修	材料科學與工程學系
101	1	5272	IMA5504	有機光電顯示材料及元件	40	1BCD	EF207	3	3	林宏洲	材料科學與工程學系	選修	材料科學與工程學系
101	1	5273	IMA5506	材料工程實驗	40	6ABCD		2	4	謝宗雍	材料科學與工程學系	選修	材料科學與工程學系
101	1	5274	IMA5507	材料界面特性概論	40	2FGH	EF207	3	3	林  鵬	材料科學與工程學系	選修	材料科學與工程學系
101	1	5275	ICV5422	結構實驗力學	9999	4EFG	501	3	3	林子剛	土木工程學系	選修	土木工程學系
101	1	5276	IMA5530	書報討論	9999	3EF	EF104	0	2	吳樸偉	材料科學與工程學系	必修	材料科學與工程學系
101	1	5277	IMA5531	晶體缺陷	40	2D3GH	EF202	3	3	張  立	材料科學與工程學系	必修	材料科學與工程學系
101	1	5278	IMA5539	固態電子元件	40	2FGH	EF201	3	3	張翼	材料科學與工程學系	必修	材料科學與工程學系
101	1	5279	IMA5540	固態熱力學	9999	3ABC	EF201	3	3	朱英豪	材料科學與工程學系	必修	材料科學與工程學系
101	1	5280	IMA5541	X 光繞射學	50	2E4EF	EF207	3	3	陳軍華	材料科學與工程學系	必修	材料科學與工程學系
101	1	5281	IMA5550	表面分析技術	40	2E4EF	EF201	3	3	潘扶民	材料科學與工程學系	必修	材料科學與工程學系
101	1	5282	IMA5577	奈米材料簡介	40	1GH5B	EF207	3	3	韋光華	材料科學與工程學系	選修	材料科學與工程學系
101	1	5283	IMA5621	高分子定性與分析	40	2BCD	EF207	3	3	黃華宗	材料科學與工程學系	必修	材料科學與工程學系
101	1	5284	IEV5201	環境奈米材料科學	9999	2BCD	EV407	3	3	張淑閔	環境工程研究所	選修	環境工程研究所
101	1	5285	IEV5352	專題討論	9999	3EFG	EV102	1	3	高正忠	環境工程研究所	必修	環境工程研究所
101	1	5287	IEV5355	環境生物技術	9999	3BCD	EV407	3	3	林志高	環境工程研究所	必修	環境工程研究所
101	1	5288	IEV5559	空氣資源管理	9999	2EFG	EV407	3	3	白曛綾	環境工程研究所	必修	環境工程研究所
101	1	5289	IEV5592	廢水物理化學處理理論	9999	2EFG	EV307	3	3	陳重元	環境工程研究所	必修	環境工程研究所
101	1	5290	IEV5610	環境工程統計學	9999	4EFG	EV407	3	3	葉弘德	環境工程研究所	選修	環境工程研究所
101	1	5291	IEV5631	粒狀污染物控制設備的理論與實務	9999	3BCD	EV307	3	3	蔡春進	環境工程研究所	必修	環境工程研究所
101	1	5292	IEV5642	環境水化學：原理及應用	0	1JKL2JKL4JKL	AB102	3	3	黃金寶	環境工程研究所	選修	環境工程研究所
101	1	5293	IEV5656	水回收技術	9999	4BCD	EV407	3	3	黃志彬	環境工程研究所	選修	環境工程研究所
101	1	5294	IEV5672	環境資訊網路資源之建立	9999	2BCD	EV307	3	3	高正忠	環境工程研究所	必修	環境工程研究所
101	1	5295	IEV5676	表面分析	9999	4BCD	EV307	3	3	張淑閔	環境工程研究所	選修	環境工程研究所
101	1	5296	INT5100	書報討論	9999	2EF	EE144	0	2	許鉦宗	材料科學與工程學系奈米科技碩士班	必修	材料科學與工程學系奈米科技碩士班
101	1	5297	INT5103	分子生物學	9999	3BCD	EE144	3	3	黃國華	材料科學與工程學系奈米科技碩士班	選修	材料科學與工程學系奈米科技碩士班
101	1	5298	INT5104	量子力學	9999	1EFG	EE144	3	3	許鉦宗	材料科學與工程學系奈米科技碩士班	選修	材料科學與工程學系奈米科技碩士班
101	1	5299	INT5108	奈米製造與量測技術	9999	4BCD	EE144	3	3	柯富祥	材料科學與工程學系奈米科技碩士班	選修	材料科學與工程學系奈米科技碩士班
101	1	5302	ISR5131	監測原理與變形測量	9999	5IJK	EB403	3	3	陳春盛	工學院碩士在職專班-工程管理組	必修	工學院碩士在職專班-產安組
101	1	5303	ISR5313	火災力學導論	9999	6BCD	EE324	3	3	邱晨瑋	工學院碩士在職專班-產安組	選修	工學院碩士在職專班-產安組
101	1	5304	ISR5315	機率、統計與可靠度	9999	3IJK	EE231	3	3	陳俊勳	機械工程學系	選修	工學院碩士在職專班-產安組
101	1	5305	IAP5002	有限元素法在工程上之應用	9999	1IJK	EE231	3	3	鄭文雅	機械工程學系	選修	工學院碩士在職專班-精密組
101	1	5307	IAP5006	工程設計法	9999	3IJK	EE324	3	3	徐瑞坤	機械工程學系	選修	工學院碩士在職專班-精密組
101	1	5308	IAP5113	應用生物力學	9999	2IJK	EE230	3	3	楊秉祥	機械工程學系	選修	工學院碩士在職專班-精密組
101	1	5309	IAP5141	生物流體力學	9999	4IJK	EE231	3	3	陳慶耀	機械工程學系	選修	工學院碩士在職專班-精密組
101	1	5311	IMI5312	高科技廠房結構防震系統	9999	5IJK	EB227	3	3	王彥博	土木工程學系	選修	工學院碩士在職專班-工程管理組
101	1	5312	IMI5337	工程成本估算與管理	9999	2IJK	EB227	3	3	王維志	土木工程學系	選修	工學院碩士在職專班-工程管理組
101	1	5313	IMI5350	資訊技術在工程上之應用與管理	9999	6EFG	EB227	3	3	陳賢明	工學院碩士在職專班-工程管理組	選修	工學院碩士在職專班-工程管理組
101	1	5314	IMI5351	系統分析方法	9999	6BCD	EB227	3	3	張良正	土木工程學系	選修	工學院碩士在職專班-工程管理組
101	1	5316	ISE5211	半導體製造技術導論	9999	1IJK	EF201	3	3	張翼	材料科學與工程學系	選修	工學院碩士在職專班-半導體組
101	1	5317	ISE5212	電漿與薄膜製程技術	9999	2IJK	EF201	3	3	張  立	材料科學與工程學系	選修	工學院碩士在職專班-半導體組
101	1	5318	ISE5213	半導體製程設備概論	9999	5IJK	EE106	3	3	游欽宏	機械工程學系	選修	工學院碩士在職專班-半導體組
101	1	5319	ISE5214	電子與光電材料	9999	3IJK	EF207	3	3	吳耀銓	材料科學與工程學系	選修	工學院碩士在職專班-半導體組
101	1	5320	ISE5216	材料科學與工程導論	9999	4IJK	EF201	3	3	曾院介	材料科學與工程學系	選修	工學院碩士在職專班-半導體組
101	1	5322	IET5004	環境工程統計學	9999	6EFG	EV407	3	3	葉弘德	環境工程研究所	選修	工學院碩士在職專班-永續科技組
101	1	5323	IET5104	高科技空氣污染控制設備	9999	4IJK	EV102	3	3	蔡春進	環境工程研究所	選修	工學院碩士在職專班-永續科技組
101	1	5324	IET5201	環工生物程序	9999	1IJK	EV102	3	3	林志高	環境工程研究所	選修	工學院碩士在職專班-永續科技組
101	1	5329	IFD5201	顯示電子電路	9999	2IJK	CY201	3	3	戴亞翔	光電工程學系	選修	平面顯示技術碩士學位學程
101	1	5330	IFD5204	奈米光電材料概論	9999	4IJK	EE106	3	3	潘扶民	材料科學與工程學系	選修	平面顯示技術碩士學位學程
101	1	5331	ICO5001	有線/無線網路技術整合及應用	9999	2CD3X	CS	3	3	謝筱齡	資訊技術服務中心	選修	工學院
101	1	5332	ICV5332	水土保持工程	9999	2BCD	EB402	3	3	張良正	土木工程學系	選修	土木工程學系
101	1	5333	IAM5613	科學計算導論	9999	2GH4B	SA312	3	3	葉立明	應用數學系	必修	應用數學系數學建模與科學計算碩士班
101	1	5334	IAM6851	有限元素法	9999	1E4GH	SA211	3	3	吳金典	應用數學系	選修	應用數學系數學建模與科學計算碩士班
101	1	5335	IMM5120	應用數學方法	9999	2B4EF	SA312	3	3	陳宜良	應用數學系	必修	應用數學系數學建模與科學計算碩士班
101	1	5336	IEP5308	專題演講	9999	4EF	SC001	1	2	簡紋濱	電子物理學系	選修	電子物理學系
101	1	5337	IEP5510	光電子學	80	4GHY	SC158	3	3	陳永富	電子物理學系	選修	電子物理學系
101	1	5338	IEP5526	雷射導論	40	2EF4B	SC162	3	3	徐琅	電子物理學系	選修	電子物理學系
101	1	5339	IEP5540	量子力學（一）	9999	2B4CD	SC158	3	3	朱仲夏	電子物理學系	選修	電子物理學系
101	1	5340	IEP5568	半導體物理及元件（一）	140	3GHY	SC001	3	3	陳衛國	電子物理學系	選修	電子物理學系
